Kalimat,Formalitas
dan entah kenapa semua tanya bu sugi soal biologi satu sampe saat ini blm ada yg bs gua jawab,0
dan entah kenapa semua tanya ibu sugi kena biologi satu belum ada yang bisa saya jawab,1
ah lu aja yg asa kek gt,0
itu hanya asa saja,1
dia kesel kl lu bs jawab tanya dia,0
dia akan rasa kesal jika lu bisa jawab tanya dia,1
dia nanya gw soal cara kerja sabun,0
dia tanya pada saya kena cara kerja sabun,1
cb michelle gmn mnrt lu jawab yg benar,0
bagaimana jawab yang benar turut michelle,1
dia udh jelasin d kls gw,0
dia sudah jelas di kelas saya,1
selalu ada cara doi hubung bio ke kimia,0
dia selalu bisa hubung biologi dan kimia,1
dia ga jelasin smpe detil gt,0
dia tidak jelas cara detail,1
emg di kls lu dia blg apa,0
memang apa yang dia kata di kelas,1
dia ga smpe berhub ke bio,0
dia tidak sampai hubung ke biologi,1
karna mungkin dia tau kelas gua tingkat ga sampe otak tingkat kls lu,0
karena mungkin dia tahu bahwa kelas saya tidak sama tingkat dengan kelas,1
isi kelas lu yg pinter banyak,0
banyak orang pintar di kelas,1
pdhl di kls lu yg kenceng bionya byk,0
padahal di kelas banyak yang pintar biologi,1
kyknya tanya bu sugi waktu itu gw bisa jwb,0
seperti tanya ibu sugi waktu itu bisa saya jawab,1
alas gagal habibi kembali calon diri sebage pres,0
alas habibie gagal calon diri kembali bagai presiden,1
knp air di ledeng bisa dingin padahal suhu ruang panas,0
kenapa air ledeng bisa asa dingin pada suhu ruang yang panas,1
kan dia yg ga mau,0
padahal dia yang tidak mau,1
krisis moneter hampir jadi di seluru asia tapi kondisi eko indo tidak knjung pulih,0
krisis moneter jadi hampir di seluruh asia tetapi kondisi ekonomi indonesia tidak kunjung pulih,1
jawab gw soal itu spekulasi full,0
jawab saya waktu itu murni duga pribadi,1
indo kena krisis moneter luar dalem,0
indonesia kena krisis moneter luar dalam,1
ada yg mau cari tau cair apa yg bisa nyala kyk gin,0
ada yang mau cari tahu cair apa yang bisa nyala seperti ini,1
tp gw jg perna denger bubuk semacem glitter yg bahan fosfor,0
tapi saya juga pernah dengar bubuk jenis glitter bahan dasar fosfor,1
tapi kan harus tau kerja sama yg mana aja,0
tapi harus tahu kerja sama yang mana saja,1
mksdnya export import sama siapa,0
maksud saya ekspor impor dengan siapa,1
tp biasa negara target mah gampang,0
tapi biasa negara target itu mudah,1
gw takut gw yg suruh dluan,0
saya takut saya yang minta duluan,1
lama d kls gw gaad jason,0
lama di kelas saya tidak ada jason,1
gw bisa perang sama jason,0
saya bisa perang dengan jason,1
kwkwkw henry seru ajak debat,0
hahaha henry seru ajak debat,1
dia udh pake bahasa ekonomi itu,0
dia sudah pakai bahasa ekonomi,1
dia ngambil yg dia gk bisa,0
dia ambil yang dia tidak bisa,1
masalah ipa ga ngasi ampun kl lu gbs,0
sayang ipa keras hadap orang yang tidak bisa,1
kl kls lu dpt tugas yg sama,0
jika kelas dapat tugas yang sama,1
bkn lu doang yg potong rambut,0
bukan hanya kamu yang potong rambut,1
sejau mana kls lu diajarin,0
jauh mana kelas ajar,1
eh lu kimia dapet presentasi apa,0
presentasi apa yang kamu dapat untuk kimia,1
gua jd ketua kelompok gebleg,0
saya jadi ketua kelompok,1
yg bisa kasi materi byk,0
yang bisa beri banyak materi,1
eh abis itu gw yg kena,0
sudah itu saya yang kena,1
prediksi lu gua percaya pegang bab apa,0
turut bab apa yang akan percaya kepada saya,1
kok liat susah semua sihh,0
kenapa semua lihat sulit,1
kwkwkw abis tu tabel periodik gol a,0
hahaha sudah itu tabel periodik golong a,1
ini lbh ngeri drpd ul,0
hal ini lebih keri banding ulang,1
ya misal kek td pm,0
misal tadi pada saat dalam materi,1
it ada terap air radiator sama kembang gula,0
hal sebut terap pada air radiator dan kembang gula,1
dr gambar itu aja dijelasin knp bs begitu,0
dari gambar sebut saja harus jelas kenapa bisa begitu,1
bgmn peran senyawa yg bahas dlm materi,0
bagaimana peran senyawa yang bahas dalam materi,1
tp jujur karena pm tadi gua jd geli sama kembang gula,0
tapi jujur karena dalam materi tadi saya jadi geli dengan kembang gula,1
kembang gula itu byk d permen,0
kembang gula itu banyak dapat pada permen,1
kwkwkw tp bkn maksud sisa pabrik sabun jadi makan lgsg,0
hahaha tapi bukan arti sisa pabrik sabun langsung jadi makan,1
tp ttp aja judul turun sabun,0
tapi tetap saja dia rupa turun sabun,1
karena td mama sugi bahas lagi fermentasi gula yg bekas gw praktek,0
karena tadi ibu sugi bahas lagi fermentasi gula yang saya praktek,1
betul gw jg dendam sama coba itu,0
betul saya ada dendam dengan coba sebut,1
betul lagi supervisor coba bio kel gw wkt itu ada bu sugi,0
betul lagi awas coba biologi kelompok saya waktu itu salah satu adalah ibu sugi,1
nanti tunggu lu dpt kelompok,0
tunggu kamu dapat kelompok,1
untung per materi dia kasi pokok bahas yg bs jd fokus,0
untung untuk tiap materi dia beri pokok bahas yang bisa jadi fokus,1
iya ntar derry pokok yg pusing,0
ya nanti inti derry yang pusing,1
dia gua ciduk atur slide,0
dia saya culik untuk atur slide,1
nah yg isi plg byk org itu kelompok yg materi paling susah,0
kelompok dengan anggota banyak adalah yang materi paling sulit,1
gol b nanti ibu yg urusin,0
golong b akan urus oleh ibu,1
jadi gua harus baca apaa,0
jadi apa yang harus saya baca,1
ohiya gw paham mksd lu,0
oh ya saya paham maksud,1
dr yg dua pilin itu,0
dari dua pilin itu,1
asal keluar gk pikir lebih dahulu,0
keluar sembarang tanpa pikir lebih dahulu,1
emg td gw blg knp malam ini,0
memang apa yang saya kata kena malam ini,1
emg faedah banget gua baca es kim kwkwlwkw,0
memang es kimia itu sangat guna,1
karena level lu uda segitu,0
karena level sudah sampai sana,1
level gue apa jir kl lu atom,0
jika level atom apa level,1
aku cukup puas suruh maju terus di pm,0
aku cukup puas suruh maju terus di dalam materi,1
rasa gw ken nyanyi lagu,0
rasa aku ingin nyanyi,1
kita liat retorik apakah bukti,0
kita lihat apakah retorik bukti,1
lebih tepat gw butuh nomor,0
lebih tepat saya butuh nomor,1
sebar perintah rata mungkin efisien mungkin,0
sebar perintah rata mungkin dan efisien mungkin,1
kt cipta utk jd kepala dan bkn ekor,0
kita cipta untuk jadi kepala dan bukan ekor,1
sayang tipe org kyk jason mls jadi kepala,0
sayang tipe orang seperti jason malas jadi kepala,1
hadeh gua lg jalan duo karir,0
saya sedang kerja tugas dua,1
duo karir aja gua kesel gmn solo karir,0
jika dua saja saya kesal bagaimana kalau sendiri,1
solo karir justru turut gw da best,0
justru turut saya kerja sendiri adalah yang baik,1
semua variabel kerja lu yg atur,0
semua variabel kerja kamu atur sendiri,1
pgn gua marahin cuma cewe jd gbs d marahin,0
ingin aku marah akan tetapi dia perempuan,1
uda tau dapet bab paling banyak,0
sudah tahu dapat bab banyak,1
bab plg rmt plg ssh,0
bab paling rumit paling susah,1
klo mw msk kel gua cm mau nilai gua tendang,0
jika ingin masuk kelompok hanya untuk nilai saya tendang,1
gua begadang kek org bego tp anggota goyang kaki ciprat berkah surga,0
saya tidak tidur seperti orang bodoh tapi anggota santa saja,1
michelle sdh paham cara kerja dunia,0
michelle sudah erti bagaimana dunia ini kerja,1
yaud dong toh w d suru,0
ya sudah lagipula saya suruh,1
tp kerja dia somplak smw,0
tapi kerja tidak ada yang beres,1
sama aja gw hrs rombak ulang,0
sama saja saya harus kerja ulang,1
bsk gua suru kerjain yg bru,0
besok akan saya suruh kerja yang baru,1
mending gua kerja,0
lebih baik saya kerja,1
minta didoain tau ga org kaya gitu,0
orang seperti itu ingin saya doa,1
gk ush mikir lgi gmn mau idup di dunia,0
tidak usah lagi pikir hidup di dunia,1
mau msk ptn juga,0
mau masuk ke ptn juga,1
jason bs baca niat gua,0
jason bisa baca niat,1
gw aja edit ppt sambil ladenin tmn gua keluh,0
saya saja sunting presentasi sambil laden keluh teman saya,1
oh lu punya temen jason,0
oh jadi jason punya teman,1
lu bab apa si jason,0
bab apa yang kamu kerja jason,1
kan lu ga maju bsk,0
bukankah kamu tidak maju besok,1
bsk yg maju halogen sm gas mulia,0
besok yang maju adalah kelompok halogen dan gas mulia,1
iya tp jumat gw kena,0
iya tapi saya maju hari jumat,1
gw br siap manfaat magnesium,0
saya baru siap manfaat magnesium,1
manfaat ga w bkin,0
manfaat tidak saya buat,1
maksa gw hrs ringkas lg,0
paksa saya untuk ringkas lagi,1
gua yg bacain gua ringkasin gua bikin ppt,0
saya yang baca saya yang ringkas saya yang buat presentasi,1
tp gua damprat lgsg suru rngks lg,0
tapi saya marah dan langsung saya suruh ringkas sekali lagi,1
jujur aja derry tugas tik kali ini gua minta ampun tidak bantu karena gatau mau apa,0
jujur derry untuk tugas tik kali ini saya minta maaf tidak bantu karena tidak tahu mau laku apa,1
tapi kelompok gw ada jason tuh,0
tapi di kelompok saya ada jason,1
kalo mepet baru nanyain eh tgsnya gmn,0
jika jepit baru tanya tugas,1
mending alvin bantu cari ide,0
alvin masih lebih baik karena dia bantu dengan cari ide,1
arti kau di bwh alvin,0
arti kamu di bawah alvin,1
saya aku dgn sangat malu bahwa ini kali pertama kerja kelompok kontribusi gw nol,0
saya aku dengan sangat malu bahwa ini kali pertama dalam kerja kelompok saya tidak kontribusi,1
ngirim foto aja ampe skrg blm kirim,0
sampai sekarang saja foto belum kirim,1
bsk juga gk bakal inget,0
besok pun tidak akan ingat,1
tugas paling gampang aja gk dikerjain jason,0
tugas mudah saja tidak kamu kerja jason,1
gw emg blm buka file,0
saya memang belum buka file,1
klo liat dlm segi didik bener gk,0
apakah benar jika lihat dari segi didik,1
klo gaad sesi tny jwb,0
jika tidak ada sesi tanya jawab,1
gua udh d lempar tanya sm busugi sih,0
saya sudah dapat tanya dari ibu sugi,1
nah gw jg mau lempar tanya ke vri,0
saya juga mau beri tanya kepada vri,1
tp wktu itu tanya apa,0
tapi apa tanya waktu itu,1
grgr thalia slh ngmg jd tanya sm busugi,0
karena thalia salah bicara sehingga ibu sugi ragu,1
oh brrt lu beda nomor sama gw,0
arti nomor kita beda,1
cepet ilangnya tp produksi dgn laju reaksi yg sama cepet,0
cepat hilang tapi produksi dengan laju reaksi yang sama cepat,1
eh jason gw butu debat,0
jason saya butuh debat,1
cb kl tulang lu lunak kek gt,0
bayang tulang anda lunak seperti itu,1
gua rasa dia sensi sm suhu,0
saya rasa dia sensitif hadap suhu,1
selain sensi suhu gw rasa kadar air,0
selain sensitif hadap suhu saya rasa juga hadap kadar air,1
betul pm kim gua tadi bu sugi bahas pelembab,0
betul dalam materi kimia saya tadi ibu sugi bahas pelembab,1
cmn karena kurang pelembab kulit lu begitu,0
hanya karena kurang pelembab kulit begitu,1
gua ke tmpt dingin,0
saya ke tempat dingin,1
ga d garuk lgsg merah,0
tidak garuk langsung merah,1
gara ad jrwt kcl si,0
karena ada jerawat kecil,1
jd liat inflamasi gt jerawat jd bintik liat,0
seperti inflamasi sehingga jerawat lihat bintik bintik,1
brrt mslh bkn d plmbb,0
arti masalah bukan pada pelembab,1
asal lu tau w msh bgg knp kulit kepala gw,0
dar informasi untuk saya masih bingung kena kulit kepala saya,1
kek kdg suka kluar cair gt anj,0
terkadang suka keluar cair,1
tp sembuh nya kala gt,0
tapi sembuh kala,1
udh smbuh eh galamaa gitu lg,0
sudah sembuh tidak lama kemudian akan kambuh lagi,1
gw kirim tugas yg kalender ke lu ya,0
saya kirim tugas kalender ke kamu ya,1
klo bisa kasi tau juga,0
jika bisa beri tahu juga,1
cb gw bc bailmu btr,0
coba saya baca bailmu sebentar,1
gua harus baca dlu ya baru ngerti,0
saya harus baca lebih dahulu baru erti,1
gua kira lo uda baca,0
saya kira kamu sudah baca,1
oke lu tls dl de,0
baik kamu tulis saja dulu,1
gua gmbr nnti klo udh kelar gua bru kt debat,0
saya gambar lebih dahulu jika sudah baru kita debat,1
lu cr referensi lain de,0
kamu cari refrensi lain,1
biar siap gua gembleng bagai tanya,0
supaya siap saya hadap dengan bagai tanya,1
gua gangerti proses pindah silang,0
saya tidak erti proses pindah silang,1
si atas kiri materi genetiknya geser bagi ke bawah kiri,0
materi genetik di bagi atas kiri akan geser bagi ke bawah kiri,1
bawah kiri jg tukeran sama atas kiri,0
bagi bawah kiri juga akan tukar tempat dengan bagi atas kiri,1
jd gamungkin silang atas kiri ke bawah kanan,0
jadi tidak mungkin silang antara bagi atas kiri dengan bagi bawah kanan,1
yg pindah si lengan kan,0
yang pindah adalah lengan,1
supaya nanti hasil kromosom yg kode genetiknya baru,0
supaya hasil kromosom dengan kode genetik yang baru,1
di tengah ada lokasi dia nempel,0
di tengah dapat lokasi untuk tempel,1
tlg ingat anda debat sama yg mas nyangkut di materi genetika,0
tolong ingat anda sedang debat dengan orang yang masih sangkut di materi genetik,1
jd validitas jawab gw jg gw sendiri ragu,0
jadi validitas jawab saya sendiri pun ragu,1
di posisi piramida ekosistem kan dia plg bawah,0
dia dapat pada posisi paling bawah dalam piramida ekosistem,1
jd lu ambil plankton dari habitat asli,0
jadi kamu ambil plankton dari habitat asli,1
biar yg lu tangkep plankton doang,0
supaya yang kamu tangkap hanya plankton saja,1
trs ambil sedikit air laut pisah air laut jadiin sampel air habitat,0
lalu ambil sedikit air dari sampel sebut dan pisah jadi sampel air habitat,1
bu sugi mau periksa tp dia sala buku,0
ibu sugi ingin periksa akan tetapi dia salah buku,1
trs td pm juga ngantuk guru,0
lalu pada saat dalam materi pun beliau antuk,1
skrg wakepssek pa hila kn,0
apakah wakil kepala sekolah sekarang adalah pak hila,1
pahila it guru koordinator siswa,0
pak hila adalah guru koordinator siswa,1
tp dia ngajar semua unit,0
tapi dia ajar semua unit,1
jd gausa dijejelin jabat khusus,0
jadi tidak perlu beri jabat khusus,1
cukup kasi surat edar,0
cukup dengan surat edar saja,1
biar ga d bgnin pagi buta,0
supaya tidak bangun pada pagi buta,1
eh samyang pake kuah g,0
apakah samyang pakai kuah,1
lama ini w pake kuah hm,0
lama ini saya pakai kuah,1
gw aja gaperna makan samyang,0
saya bahkan tidak pernah makan samyang,1
eh jason emg lu siap apa bwt bsk,0
apa yang jason siap untuk besok,1
yg ngetik sm print rapot itu guru,0
yang etik dan cetak rapor adalah guru,1
knp jd kt yg siap,0
kenapa jadi kita yang siap,1
walaupun gw bandingin ad tingkat dr thn kmrn,0
walaupun telah saya banding dapat tingkat dari tahun lalu,1
eh ambl rpot d surat edar,0
ambil rapor di surat edar,1
makanya gw bilang bsk pagi bgt gw,0
sudah bilang besok akan pagi sekali,1
iya gua ud dgr td,0
ya saya sudah dengar tadi,1
michelle mo ikut ke matraman gk,0
apakah michelle mau ikut ke matraman,1
busugi emg ga kasi detik kimia,0
apakah ibu sugi tidak beri detik kimia,1
klo nnt ud dkt un,0
jika nanti sudah dekat un,1
gtw de kl ud dkt un,0
saya tidak tahu jika sudah dekat un,1
apalagi rumor kencang unbk feb,0
apalagi dapat rumor bahwa unbk laksana februari,1
gw harap april aja lah,0
saya harap april saja,1
w msh ksel gaad pis,0
saya masih kesal karena tidak ada pisah,1
kls gw ga bs organisir diri sendiri,0
kelas saya tidak bisa organisir diri sendiri,1
kls w apalagi kl kls lu gbs,0
jika kelas tidak bisa apalagi kelas saya,1
mau mana aja ga bs nentuin,0
bahkan tidak bisa tentu mau pergi ke mana,1
pis kelas lu doang,0
pisah kelas saja,1
kwkw kan sp tau kls lu mau ke tmpt lain,0
haha siapa tahu kelas mau pergi ke tempat lain,1
kls w mah misah skls psti,0
kelas saya sudah pasti pisah kelas,1
kls w kan ad kubu wkwkw,0
karena dalam kelas saya dapat kubu,1
kls gw ud lem mama sugi dr awal tahun,0
kelas saya sudah lem ibu sugi dari awal tahun,1
tp mau gmn nyata ga indah ekspektasi,0
tetapi nyata tidak indah ekspektasi,1
udh g bgtu liat si kubu ttp aja tp aura ny msi ad,0
kubu memang sudah tidak begitu lihat tapi aura tetap masih ada,1
er saya mah apa atuh,0
apa saya,1
kesini mau aja,0
tanya mau ke sini jawab mau,1
tanya siapa ga nentu mau juga,0
tanya siapa yang belum tentu pun saya iya juga,1
tanya siapa gk tentu ikut iya juga,0
pas tanya belum tentu ikut iya juga,1
ken di introgasi sama bu sugi,0
ingin interogasi oleh ibu sugi,1
dan dpt gelar gw dari bu rio,0
dan dapat gelar dari ibu rio,1
tanya tdi sama bu rio,0
tadi saya tanya oleh ibu rio,1
jujur it tanya gw lontarin karena pikir senin gw ditaunt sama si ibu,0
jujur tanya itu saya lontar karena ingat senin saya tantang oleh beliau,1
jd gw pikir tanya gw ga bole receh kyk biasanta,0
jadi saya pikir tanya saya tidak boleh asal seperti biasa,1
begitu gw tau bahwa trnyt mereka cmn salah materi,0
begitu saya tahu bahwa mereka hanya salah materi,1
kita mau pergi jam brp,0
jam berapa kita mau pergi,1
bsk yg ambil bokap gw,0
besok ayah saya yang ambil,1
kl nyokap gw msh bs,0
jika ibu saya masih bisa,1
hdd nya juga gk jdi,0
hdd nya juga tidak jadi,1
gw kasi pas ambil rapot,0
saya ikan saat ambil rapor,1
bsk lu pd jd ke matraman,0
apakah besok kalian jadi ke matraman,1
gwnya yg kyknya ga jd,0
seperti saya sendiri yang tidak jadi,1
gw ke rmh lu aja,0
saya ke rumah saja,1
gw yakin kita ketemu bokap gw aja msh ngopi,0
saya yakin ketika kita temu ayah saya masih minum kopi,1
gw yakin nyampe sono butuh waktu,0
saya yakin untuk sampai sana butuh waktu,1
ah ambil rapot serasa wawancara,0
ambil rapor rasa seperti wawancara,1
gw bntr lgi sampe kok jason,0
saya sebentar lagi sampai jason,1
gw udh pergi kok,0
saya sudah pergi,1
gua supervisor kimia y,0
saya supervisor kimia ya,1
tp gw sangka ga suka kimia,0
tapi saya sangka tidak suka kimia,1
trus busugi ulur tgn kek mw jabat tangan,0
lalu ibu sugi ulur tangan seperti ingin jabat tangan,1
soalny td si ibu cerita,0
karena tadi ibu cerita,1
plg byk masuk ui itu teknik kimia,0
paling banyak yang masuk ke ui adalah jurus teknik kimia,1
karena ud ada yg msk situ,0
karena sudah ada yang pernah masuk ke sana,1
banting ke itb jurus lain,0
pindah ke itb jurus lain,1
karena trnyt anak ini gatau mapping mata kuliah,0
karena nyata anak ini tidak tahu kena meta mata kuliah,1
dia pikir semua yg bakal dipelajarin cuma bio,0
pikir semua yang akan ajar hanya putar biologi,1
lu jd ambl apa jason,0
jadi apa yang kamu ambil jason,1
lu buka rekor baru ui aja,0
kamu buka saja rekor baru ui,1
mala lu tau bu sugi blg apa,0
apakah kamu tahu apa yang ibu sugi kata,1
kl kamu mau bio saya saranin kamu unud,0
jika kamu mau biologi saya saran kamu ke unud,1
apa cuma gw sini yg bener prediksi kata bu sugi,0
apa hanya saya sini yang prediksi kata ibu sugi dengan benar,1
klo ngomong sama bu sugi skrg bkn siap lgi gw,0
saya belum siap untuk bicara dengan ibu sugi sekarang,1
trs banyak materi kek gua gakenal samsek,0
kemudian banyak materi yang tidak saya kenal sama sekali,1
bu sugi mungkin erti kpd kami yg nilai jelek,0
ibu sugi mungkin erti kepada kami yang nilai kurang baik,1
rapot gw angka siluman,0
rapor saya angka siluman,1
lu pikir w ga siluman hah,0
kamu pikir saya tidak siluman,1
angka mid sem bi drmn woiii,0
darimana nilai tengah semester bi itu datang,1
gua tapi gua gatau gua dr nilai apa,0
saya tapi saya tidak tahu dari nilai apa itu,1
it jstru lbh siluman,0
itu justru lebih siluman,1
sumpah lu tugas kim ad nlaunya,0
sumpah kamu punya nilai tugas kimia,1
gue liat aja cm brp biji nlainya,0
saya hanya lihat beberapa nilai,1
stts akreditasi sdg dlm proses,0
status akreditasi sedang dalam proses,1
ap aj yg lu jlsin soal dia,0
apa saja yang kamu jelas kena dia,1
cmn jjr gw tarik sama doi,0
tapi jujur saya tarik pada dia,1
lu bahas gmn emg nnt,0
bagaimana nanti kamu mau bahas,1
lu slh sebut mati gembleng jir,0
jika kamu salah sebut maka kamu akan mati,1
skrg brrt tinggal sadah air,0
arti yang tinggal hanya sadah air,1
nah gua jg g ngrt tu sadah air gmn,0
saya juga tidak erti kena sadah air,1
eh lu pd mw k ui lg ga,0
apakah kalian mau ke ui lagi,1
kalo misal gua ke ui lg,0
jika anda saya ke ui lagi,1
kek kt pegi wkt dl,0
seperti waktu itu kita pergi,1
lu klo gitu bolos dari awal michelle,0
jika ingin laku itu harus kamu bolos dari awal michelle,1
tau kan absen gue bersi,0
kamu tahu absen saya bersih,1
lu udh pernah izin ke kuliah gk,0
apakah kamu sudah pernah izin untuk ke tempat kuliah,1
klo blom pernah arti bisa,0
jika belum maka kamu bisa,1
gw juga blm pernah izin,0
saya juga belum pernah izin,1
tp kan guru ud blg ga bole,0
tapi guru sudah bilang tidak boleh,1
gamungkin gua ijin ke unud jd ui aja,0
tidak mungkin saya izin ke unud jadi ke ui saja,1
emg siapa lg yg nanti target msk ui,0
memang siapa lagi yang nanti milik target untuk masuk ui,1
guru liat kita ud satu paket,0
guru lihat kita bagai satu paket,1
ada yg satu belah lg pasti nyusul,0
jika satu pergi maka sisa akan susul,1
oh kyk bu rio gitu ya,0
seperti ibu rio,1
dia mikir knp tenaga kerja wanita bukan tenaga kerja pria,0
dia pikir kenapa tenaga kerja wanita dan bukan tenaga kerja pria,1
ok skrg juga ke stasiun mabes,0
sekarang juga berangkat ke stasiun mabes,1
kenapa yg potong it lengan sama paha atas,0
kenapa yang potong adalah lengan dan paha atas,1
gw gk liat klo tangan,0
untuk tangan saya tidak lihat,1
tapi klo kaki itu kan belek,0
tapi untuk kaki proses adalah bedah,1
mau liat salur darah mungkin,0
mungkin ingin lihat salur darah,1
sarjana hukum yg gk tau sejarah pancasila,0
sarjana hukum yang tidak tahu sejarah pancasila,1
gmn mnrt lu,0
bagaimana tanggap anda,1
gua tahan ngatain yg anut sara ni,0
saya tahan diri dari keluar komentar sara,1
ken gw damprat,0
ingin saya debat,1
itu tuh jenis org yg klo sindir dikit agama pasti ngamuk ampe adil,0
itu jenis orang yang jika sindir sedikit kena agama pasti akan amuk sampai tingkat adil,1
lulus mna si tu org,0
lulus mana orang itu benar,1
trs video miris mahasiswa ngumpul pada teriak sumpah diri nki,0
lalu video miris mahasiswa yang sumpah diri nki,1
ku kan terbang tinggi di awan,0
aku akan terbang tinggi di awan,1
anak laknat apa anak kimia,0
anak laknat atau anak kimia,1
derry bsk gw kirim presentasi agama,0
derry besok saya akan kirim presentasi agama,1
gua kyknya agak gila karena alkali tana,0
saya seperti agak gila karena alkali tanah,1
tp feel ketika lu paham sesuatu itu,0
tp asa ketika kamu paham sesuatu itu,1
dr buku yg laknat itu,0
dari buku yang laknat itu,1
entah bnr ap ga kita liat bsk wkwkwk,0
benar atau tidak kita lihat besok hahaha,1
gw rasa usik dgn ini,0
saya rasa usik dengan ini,1
lu mancing debat jir,0
anda ini pancing debat,1
gw batal mandi karena ladenin ini lbh seru,0
saya tidak jadi mandi karena laden hal ini lebih seru,1
hub antara ttik ddi sm reaktif adala tidak ada,0
tidak ada hubung antara titik didih dengan reaktif,1
itu suhu mana larut sebut akan didih dan ubah mnjd fase ikut,0
itu suhu mana larut sebut akan didih dan ubah jadi fase ikut,1
tp gw ngerasa aneh gt,0
tapi saya rasa aneh,1
jadi dia lebi reaktif toh,0
jadi dia lebih reaktif,1
gw jd gbs mandi dgn tenang,0
saya jadi tidak bisa mandi dengan tenang,1
karena td bikin ppt air sadah,0
karena tadi buat presentasi air sadah,1
gw liat sabun jd ilfeel,0
saya jadi geli lihat sabun,1
sabun dlm air sadah ga bakal busa,0
sabun dalam air sadah tidak akan busa,1
tp lu jdnya apa si,0
tapi apa yang jadi tuju,1
udah lu mandi dlu cuk,0
sudah mandi dulu saja kamu,1
lu jg tanya ama vri gituan ya,0
vri juga tanya hal yang sama pada ya,1
uap air itu datengnya kalo air lu apain,0
apa yang perlu kamu laku untuk hasil uap air,1
gw jd tarik sama aloi,0
saya jadi tarik hadap aloi,1
es itu dingin apa panas,0
apakah es itu dingin atau panas,1
emas putih buat alergi,0
emas putih sebab alergi,1
beku tapi panas itu apa,0
apa yang maksud dengan beku tapi panas,1
kenapa bekas gigit nyamuk gua makin banyak,0
kenapa bekas gigit nyamuk saya makin banyak,1
sembuh butuh bulan muncul dalam hari anj,0
untuk sembuh perlu waktu bulan sedang timbul yang baru tiap hari,1
sadah sementara cepat kuliahin gue,0
cepat ajar saya tentang sadah sementara,1
lu baca cetak sebenernya udh cukup sih,0
benar dengan kamu baca buku cetak itu sudah cukup,1
gw tw lu plg benci soal kyk gin,0
saya tahu kamu paling benci dengan soal seperti ini,1
gw aja gtw gmn lu bedainnya,0
bahkan saya tidak tahu bagaimana kamu beda,1
jjr gw jg g ngrt,0
jujur saya juga tidak erti,1
kwkwkw yes it jg bs,0
hahaha ya itu juga bisa,1
sejak kasus laju reaksi kunjaw instan kyk gitu gw mala jd ngeri,0
semenjak kasus laju reaksi saya takut dengan kunci jawab instan seperti itu,1
kan si bu sugi minta cara,0
karena ibu sugi minta cara,1
jadi itu bagai patok aja,0
jadi guna itu bagai acu saja,1
kl dia mau pake itu si sila,0
jika dia mau pakai itu maka sila,1
tp busugi pasti tau mana yg kerja natural mana pake pelet,0
tapi ibu sugi pasti tahu mana yang kerja dengan jujur dan mana yang tidak,1
dan gw rasa mustahil itu,0
dan saya rasa itu mustahil,1
gw buang ide gw soal video yg wkt itu,0
saya buang ide soal video waktu itu,1
jason mau debat apa pkn,0
apa yang mau jason debat kena pkn,1
sistem pem ada apa aj si sbnrnya,0
benar ada sistem perintah apa saja,1
gw jd ga fokus sial,0
saya jadi tidak fokus,1
ap beda bentuk pem sistem pem,0
apa beda bentuk perintah dan sistem perintah,1
gua dari dulu gpernah tau beda apa,0
dari dulu saya tidak pernah tahu apa beda,1
tp gw rasa lbh tinggi tingkat itu sistem pem,0
tapi saya rasa tingkat yang lebih tinggi adalah sistem perintah,1
tp ga dia g pk demokrasi,0
tapi dia tidak pakai demokrasi,1
kek ada yg ga beres,0
seperti ada yang tidak beres,1
ciri utama parlementer it dia punya perdana menteri tau w gt,0
tahu saya ciri utama parlementer adalah dia milik perdana menteri,1
ken nanya ke bu sugi soal slide,0
ingin tanya pada ibu sugi kena slide,1
tp nanti ganggu di lab,0
tapi nanti ganggu di laboratorium,1
lu tlg jd akreditor ppt gw dong,0
kamu tolong jadi akreditor presentasi saya,1
kata lu gk mau msk bsk,0
bukankah kamu tidak mau masuk besok,1
eh mw k ui g bsk,0
apakah besok mau ke ui,1
gw taksir kita keliling fmipa,0
saya kira kita akan keliling fmipa,1
sm tekno biopros kan di teknik,0
dan teknologi bioproses dapat di teknik,1
lu mau nanya apa ga jason,0
apakah kamu mau tanya sesuatu jason,1
y ud bikin akun sono,0
ya sudah sila buat akun,1
ya kek semacem akun gugel,0
seperti akun google,1
tp ini khusus ui punya,0
tapi yang ini khusus untuk ui,1
gw ngikut klo ada faedah,0
saya ikut jika ada manfaat,1
mending gw main ke rmh temen gw,0
lebih baik saya main ke rumah teman saya,1
jason ke sana mau ngapain,0
apa yang mau jason laku di sana,1
kan dr webnya dia blg buka jan,0
dasar web dia kata akan buka pada januari,1
gtw cek aja sekali bikin akun,0
saya tidak tahu cek saja sama dengan buat akun,1
lu bikin akun nnti sana gt,0
apakah kamu akan buat akun nanti di sana,1
pilih jalur masuk dr situ,0
jalur masuk pilih dari sana,1
liat hasil sbmptn nanti dr situ juga,0
hasil sbmptn juga lihat dari sana,1
ya kadang ada yg mau paralel,0
terkadang ada yang mau paralel,1
aduh jgn bikin paink donggg,0
tolong jangan buat saya panik,1
panik tp ntar lulus cumlaude gua slepet lu,0
awas saja kalau kamu panik tapi lulus cumlaude,1
trs liat jelas jalur masukny,0
kemudian lihat jelas jalur masuk,1
gliran ad wkt d ajak pd gmw,0
