Kalimat,Formalitas
hahaha tabel periodik golongan a,1
lbh ngeri drpd ul,0
lebih mengerikan dibandingkan ulangan,1
misal kek td pm,0
semisal tadi pendalaman materi,1
it penerapannya air radiator sama kembang gula,0
tersebut diterapkan air radiator kembang gula,1
dr gambar aja dijelasin knp bs,0
gambar tersebut dijelaskan,1
bgmn peran senyawa yg dibahas dlm materi,0
bagaimana peran senyawa dibahas materi,1
tp jujur pm tadi gua jd geli sama kembang gula,0
sejujurnya pendalaman materi tadi jadi geli kembang gula,1
kembang gula byk d permen,0
kembang gula banyak terdapat permen,1
kwkwkw tp bkn maksudnya sisa pabrik sabun jadi makanan lgsg,0
hahaha bukan berarti sisa pabrik sabun langsung dijadikan makanan,1
tp ttp aja judulnya turunan sabun,0
tetap merupakan turunan sabun,1
td mama sugi bahas fermentasi gula yg bekas gw praktek,0
tadi ibu sugi membahas fermentasi gula praktekkan,1
kebetulan gw jg dendam sama percobaan,0
kebetulan dendam percobaan tersebut,1
kebetulan supervisor percobaan bio kel gw wkt bu suginya,0
kebetulan pengawas percobaan biologi kelompok waktu salah satunya ibu sugi,1
tunggu lu dpt kelompok,0
tunggu kamu mendapat kelompok,1
untungnya per materi kasi pokok bahasan yg bs jd fokus,0
untungnya materi memberikan pokok bahasan dijadikan fokus,1
iya ntar derry pokoknya yg pusing,0
intinya derry pusing,1
gua ciduk atur slide,0
culik mengatur slide,1
nah yg isinya plg byk org kelompok yg materinya paling susah,0
kelompok anggota terbanyak materinya paling sulit,1
gol b ibu yg urusin,0
golongan b diurus ibu,1
jadi gua baca apaa,0
jadi apa baca,1
ohiya gw paham mksd lu,0
paham maksudmu,1
dr yg pilin,0
pilin,1
asal keluar gk dipikir terlebih,0
keluar sembarangan dipikirkan terlebih,1
emg td gw blg knp malam,0
memangnya apa katakan mengenai malam,1
emg faedah banget gua baca esis kim kwkwlwkw,0
memang esis kimia sangat berguna,1
level lu uda segitu,0
levelmu sana,1
level gue apa jir kl lu atom,0
levelmu atom apa levelku,1
aku cukup puas disuruh maju terus pm,0
aku cukup puas disuruh maju terus pendalaman materi,1
rasanya gw pengen nyanyi lagu,0
rasanya aku bernyanyi,1
liat retoriknya terbukti,0
lihat retoriknya terbukti,1
lebih tepatnya gw butuh nomor,0
lebih tepatnya butuh nomor,1
sebar perintah serata mungkin seefisien mungkin,0
sebarkan perintah serata mungkin seefisien mungkin,1
kt diciptakan utk jd kepala bkn ekor,0
diciptakan menjadi kepala bukan ekor,1
sayangnya tipe org kyk jason mls jadi kepala,0
sayangnya tipe orang jason malas jadi kepala,1
hadeh gua lg menjalankan duo karir,0
sedang mengerjakan tugas berdua,1
duo karir aja gua kesel gmn solo karir,0
berdua kesal bagaimana kalau sendiri,1
solo karir justru gw da best,0
justru bekerja sendiri terbaik,1
semua variabel kerja lu yg atur,0
semua variabel kerja kamu atur sendiri,1
pgn gua marahin cuma cewe jd gbs d marahin,0
aku marahi perempuan,1
uda tau dapet bab paling banyak,0
tahu bab terbanyak,1
bab plg rmt plg ssh,0
bab paling rumit paling susah,1
klo mw msk kel gua cm mau nilai gua tendang,0
masuk kelompokku nilai tendang,1
gua begadang kek org bego tp anggota goyang kaki keciprat berkah surga,0
tidur orang bodoh anggota bersantai,1
michelle sdh paham cara kerja dunia,0
michelle mengerti bagaimana dunia bekerja,1
yaud dong w d suru,0
lagipula disuruh,1
tp kerjaan somplak smw,0
pekerjaannya beres,1
sama aja gw hrs rombak ulang,0
sama mengerjakan ulang,1
bsk gua suru kerjain yg bru,0
besok suruh kerjakan baru,1
mending gua kerja,0
lebih baik kerja,1
minta didoain tau ga org kaya gitu,0
orang doakan,1
gk ush mikir lgi gmn mau idup dunia,0
usah memikirkan hidup dunia,1
mau msk ptn,0
mau masuk ptn,1
jason bs baca niat gua,0
jason membaca niatanku,1
gw aja edit ppt ladenin tmn gua keluhan,0
menyunting presentasi meladeni keluhan teman,1
lu punya temen jason,0
jadi jason punya teman,1
lu bab apa si jason,0
bab apa kamu kerjakan jason,1
kan lu ga maju bsk,0
bukankah kamu maju besok,1
bsk yg maju halogen sm gas mulia,0
besok maju kelompok halogen gas mulia,1
iya tp jumat gw kena,0
iya maju hari jumat,1
gw br persiapan pemanfaatan magnesium,0
baru persiapan pemanfaatan magnesium,1
manfaat ga w bkin,0
manfaatnya buat,1
maksa gw hrs ringkas lg,0
memaksa meringkas,1
gua yg bacain gua ringkasin gua bikin ppt,0
membacakan meringkas membuat presentasi,1
tp gua damprat lgsg suru rngks lg,0
marahi langsung suruh ringkas sekali,1
jujur aja derry tugas tik kali gua minta ampun membantu gatau mau apa,0
sejujurnya derry tugas tik kali minta maaf membantu tahu mau melakukan apa,1
kelompok gw jason tuh,0
kelompok jason,1
kalo mepet baru nanyain eh tgsnya gmn,0
terjepit baru menanyakan tugas,1
mending alvin bantu cari ide,0
alvin lebih baik membantu mencari ide,1
artinya kau bwh alvin,0
artinya kamu bawah alvin,1
mengakui dgn sangat memalukan kali pertama kerja kelompok kontribusi gw nol,0
mengakui sangat memalukan kali pertama kerja kelompok berkontribusi,1
ngirim foto aja ampe skrg blm dikirim,0
sekarang fotonya dikirim,1
bsk gk bakal inget,0
besok ingat,1
tugas paling gampang aja gk dikerjain jason,0
tugas termudah kamu kerjakan jason,1
gw emg blm buka file,0
memang membuka file,1
klo diliat dlm segi pendidikan bener gk,0
benar dilihat segi pendidikan,1
klo gaad sesi tny jwb,0
sesi tanya jawab,1
gua udh d lempar pertanyaan sm busugi sih,0
mendapatkan pertanyaan ibu sugi,1
nah gw jg mau lempar pertanyaan vri,0
mau memberikan pertanyaan vri,1
tp wktu pertanyaannya apa,0
apa pertanyaan waktu,1
grgr thalia slh ngmg jd dipertanyakan sm busugi,0
thalia salah bicara ibu sugi meragukannya,1
brrt lu beda nomor sama gw,0
artinya nomor berbeda,1
cepet ilangnya tp diproduksi dgn laju reaksi yg sama cepet,0
cepat hilang diproduksi laju reaksi sama cepatnya,1
eh jason gw butu debat,0
jason butuh debat,1
cb kl tulang lu lunak kek gt,0
bayangkan tulang lunak,1
gua rasa sensi sm suhu,0
rasa sensitif suhu,1
sensi suhu gw rasa kadar air,0
sensitif suhu rasa kadar air,1
kebetulan pm kim gua tadi bu sugi bahas pelembab,0
kebetulan pendalaman materi kimia tadi ibu sugi bahas pelembab,1
cmn kurang pelembab kulit lu,0
kurang pelembab kulitmu,1
gua tmpt dingin,0
tempat dingin,1
ga d garuk lgsg merah,0
digaruk langsung merah,1
gara ad jrwt kcl si,0
jerawat kecil,1
jd keliatannya inflamasi gt jerawatnya jd bintik keliatannya,0
sepertinya inflamasi jerawatnya terlihat berbintik bintik,1
brrt mslh bkn d plmbb,0
berarti masalahnya bukan pelembab,1
asal lu tau w msh bgg knp kulit kepala gw,0
sekedar informasi untukmu bingung mengenai kulit kepala,1
kek kdg suka kluar cairan gt anj,0
terkadang suka mengeluarkan cairan,1
tp sembuh nya berkala gt,0
sembuhnya berkala,1
udh smbuh eh galamaa gitu lg,0
sembuh lama kemudian kambuh,1
gw kirim tugas yg kalender lu,0
kirim tugas kalendernya kamu,1
klo kasi tau,0
beri tahu,1
cb gw bc bailmu btr,0
coba baca bailmu sebentar,1
gua baca dlu baru ngerti,0
baca terlebih baru mengerti,1
gua kira lo uda baca,0
kira kamu membaca,1
oke lu tls dl de,0
baiklah kamu tuliskan dulu,1
gua gmbr nnti klo udh kelar gua bru kt debat,0
gambarkan terlebih baru debat,1
lu cr referensi de,0
kamu carilah refrensi,1
biar siap gua gembleng berbagai pertanyaan,0
siap hadapkan berbagai pertanyaan,1
gua gangerti proses pindah silang,0
mengerti proses pindah silang,1
si atas kiri materi genetiknya geser sebagian bawah kiri,0
materi genetik bagian atas kiri bergeser sebagian bawah kiri,1
bawah kiri jg tukeran sama atas kiri,0
bagian bawah kiri bertukar tempat bagian atas kiri,1
jd gamungkin silang atas kiri bawah kanan,0
jadi mungkin persilangan bagian atas kiri bagian bawah kanan,1
yg pindah si lengannya kan,0
berpindah lengannya,1
hasilnya kromosom yg kode genetiknya baru,0
menghasilkan kromosom kode genetik baru,1
tengah lokasi nempel,0
tengah terdapat lokasi penempelan,1
tlg ingat debat sama yg masi nyangkut materi genetika,0
ingat sedang berdebat orang tersangkut materi genetik,1
jd validitas jawaban gw jg gw sendiri meragukan,0
jadi validitas jawaban sendiri meragukan,1
posisi piramida ekosistem kan plg bawah,0
terdapat posisi paling bawah piramida ekosistem,1
jd lu ambil plankton habitat asli,0
jadi kamu mengambil plankton habitat aslinya,1
biar yg lu tangkep planktonnya doang,0
kamu tangkap planktonnya,1
trs ambil sedikit air lautnya dipisah air lautnya jadiin sampel air habitat,0
lalu ambil sedikit air sampel tersebut pisahkan menjadi sampel air habitat,1
bu sugi mau periksa tp sala buku,0
ibu sugi memeriksa salah buku,1
trs td pm ngantuk gurunya,0
lalu pendalaman materi beliau mengantuk,1
skrg wakepssek pa hila kn,0
wakil kepala sekolah sekarang pak hila,1
pahila it guru koordinator kesiswaan,0
pak hila guru koordinator kesiswaan,1
tp ngajar semua unit,0
mengajar semua unit,1
jd gausa dijejelin jabatan khusus,0
jadi perlu diberikan jabatan khusus,1
cukup kasi surat edaran,0
cukup surat edaran,1
biar ga d bgnin pagi buta,0
dibangunkan pagi buta,1
eh samyang pake kuah g,0
samyang memakai kuah,1
selama w pake kuah hm,0
selama pakai kuah,1
gw aja gaperna makan samyang,0
bahkan pernah makan samyang,1
eh jason emg lu mempersiapkan apa bwt bsk,0
apa jason persiapkan besok,1
yg ngetik sm print rapot guru,0
mengetik mencetak rapor guru,1
knp jd kt yg mempersiapkan,0
jadi mempersiapkan,1
walaupun gw bandingin ad peningkatan dr thn kmrn,0
walaupun bandingkan terdapat peningkatan tahun lalu,1
eh ambl rpot d surat edaran,0
ambil rapor surat edaran,1
makanya gw bilang bsk pagi bgt gw,0
kubilang besok pagi sekali,1
iya gua ud dgr td,0
dengar tadi,1
michelle mo ikut matraman gk,0
michelle mau ikut matraman,1
busugi emg ga kasi detik kimia,0
ibu sugi memberikan detik kimia,1
klo nnt ud dkt un,0
dekat un,1
gtw de kl ud dkt un,0
tahu dekat un,1
rumor kencang unbk feb,0
terdapat rumor unbk dilaksanakan februari,1
gw berharap april aja lah,0
berharap april,1
w msh ksel gaad perpis,0
kesal perpisahan,1
kls gw ga bs mengorganisir diri sendiri,0
kelas mengorganisir diri sendiri,1
kls w kl kls lu gbs,0
kelasmu kelas,1
mau aja ga bs nentuin,0
bahkan menentukan mau pergi mana,1
perpis kelas lu doang,0
perpisahan kelasmu,1
kwkw kan sp tau kls lu mau tmpt,0
haha siapa tahu kelasmu mau pergi tempat,1
kls w mah misah skls psti,0
kelas berpisah sekelas,1
kls w kan ad kubu wkwkw,0
kelas terdapat kubu,1
kls gw ud dilem mama sugi dr awal tahun,0
kelas dilem ibu sugi awal tahun,1
tp mau gmn kenyataan ga seindah ekspektasi,0
kenyataan seindah ekspektasi,1
udh g bgtu keliatan si kubunya ttp aja tp aura ny msi ad,0
kubunya memang terlihat auranya tetap,1
er mah apa atuh,0
apalah,1
kesini mau aja,0
ditanya mau sini jawabannya mau,1
ditanya siapa ga nentu mau,0
ditanya siapa iya,1
ditanya siapa gk ikut iya,0
pas ditanya ikut iya,1
pengen introgasi sama bu sugi,0
diinterogasi ibu sugi,1
dpt gelar gw bu rio,0
mendapat gelar ibu rio,1
ditanya tdi sama bu rio,0
tadi ditanya ibu rio,1
jujur it pertanyaan gw lontarin kepikiran senin gw ditaunt sama si ibu,0
sejujurnya pertanyaan lontarkan teringat senin ditantang beliau,1
jd gw pikir pertanyaan gw ga bole receh kyk biasanta,0
jadi berpikir pertanyaan asal biasanya,1
gw tau trnyt cmn salah materi,0
tahu salah materi,1
mau pergi jam brp,0
jam berapa mau pergi,1
bsk yg ambil bokap gw,0
besok ayah mengambil,1
kl nyokap gw msh bs,0
ibu,1
hdd nya gk jdi,0
hdd nya jadi,1
gw kasi pas ambil rapot,0
berikan ambil rapor,1
bsk lu pd jd matraman,0
besok kalian jadi matraman,1
gwnya yg kyknya ga jd,0
sepertinya sendiri jadi,1
gw rmh lu aja,0
rumahmu,1
gw yakin ketemuan bokap gw aja msh ngopi,0
yakin bertemu ayah minum kopi,1
gw yakin nyampe sono butuh waktu,0
yakin sana butuh waktu,1
ah ambil rapot serasa wawancara,0
ambil rapor rasanya wawancara,1
gw bntr lgi sampe kok jason,0
sebentar jason,1
gw udh pergi kok,0
pergi,1
gua supervisor kimia y,0
supervisor kimia,1
tp gw disangka ga suka kimia,0
disangka menyukai kimia,1
trus busugi mengulurkan tgn kek mw jabat tangan,0
lalu ibu sugi mengulurkan tangan berjabat tangan,1
soalny td si ibu cerita,0
tadi ibu bercerita,1
plg byk masuk ui teknik kimia,0
paling banyak masuk ui jurusan teknik kimia,1
ud yg msk situ,0
pernah masuk sana,1
banting itb jurusan,0
pindah itb jurusan,1
trnyt anak gatau mapping mata kuliah,0
ternyata anak tahu mengenai pemetaan mata kuliah,1
pikir semua yg bakal dipelajarin cuma bio,0
pikirnya semua dipelajari seputar biologi,1
lu jd ambl apa jason,0
jadi apa kamu ambil jason,1
lu buka rekor baru ui aja,0
kamu buka rekor baru ui,1
mala lu tau bu sugi blg apa,0
kamu tahu apa ibu sugi katakan,1
kl kamu mau bio saranin kamu unud,0
kamu mau biologi sarankan kamu unud,1
apa cuma gw disini yg bener memprediksi kata bu sugi,0
apa disini memprediksi perkataan ibu sugi benar,1
klo ngomong sama bu sugi skrg bkn siap lgi gw,0
siap berbicara ibu sugi sekarang,1
trs banyak materi kek gua gakenal samsek,0
kemudian banyak materi kenal sama sekali,1
bu sugi mungkin pengertian kpd yg nilainya jelek,0
ibu sugi mungkin pengertian nilainya kurang baik,1
rapot gw angka siluman,0
rapor angka siluman,1
lu pikir w ga siluman hah,0
kamu pikir siluman,1
angka mid sem bi drmn woiii,0
darimana nilai pertengahan semester bi datang,1
gua gua gatau gua dr nilai apa,0
tahu nilai apa,1
it jstru lbh siluman,0
justru lebih siluman,1
sumpah lu tugas kim ad nlaunya,0
sumpah kamu punya nilai tugas kimia,1
gue liat aja cm brp biji nlainya,0
melihat beberapa nilai,1
stts akreditasi sdg dlm proses,0
status akreditasi sedang proses,1
ap aj yg lu jlsin soal,0
apa kamu jelaskan mengenai,1
cmn jjr gw tertarik sama doi,0
sejujurnya tertarik,1
lu bahasnya gmn emg nnt,0
bagaimana kamu mau membahasnya,1
lu slh sebut mati digembleng jir,0
kamu salah sebut kamu mati,1
skrg brrt tinggal kesadahan air,0
berarti tertinggal kesadahan air,1
nah gua jg g ngrt tu kesadahan air gmn,0
mengerti mengenai kesadahan air,1
eh lu pd mw k ui lg ga,0
kalian mau ui,1
kalo misalkan gua ui lg,0
seandainya ui,1
kek kt pegi wkt dl,0
waktu pergi,1
lu klo gitu bolos awal michelle,0
melakukan harusnya kamu bolos awal michelle,1
tau kan absen gue bersi,0
kamu tahu absen bersih,1
lu udh pernah izin perkuliahan gk,0
kamu pernah izin tempat perkuliahan,1
klo blom pernah berarti,0
kamu,1
gw blm pernah izin,0
pernah izin,1
tp kan guru ud blg ga bole,0
guru bilang,1
gamungkin gua ijin unud jd ui aja,0
mungkin izin unud jadi ui,1
emg siapa lg yg target msk ui,0
memangnya siapa nantinya memiliki target masuk ui,1
guru liat ud satu paket,0
guru melihat satu paket,1
yg satu sebelahnya lg nyusul,0
satu pergi sisanya menyusul,1
kyk bu rio gitu,0
ibu rio,1
mikir knp tenaga kerja wanita bukannya tenaga kerja pria,0
memikirkan tenaga kerja wanita bukan tenaga kerja pria,1
skrg stasiun mabes,0
sekarang berangkat stasiun mabes,1
yg dipotong it lengan sama paha atas,0
dipotong lengan paha atas,1
gw gk liat klo tangan,0
tangan melihatnya,1
klo kaki kan dibelek,0
kaki prosesnya dibedah,1
mau liat saluran darah mungkin,0
mungkin melihat saluran darah,1
sarjana hukum yg gk tau sejarah pancasila,0
sarjana hukum tahu sejarah pancasila,1
gmn mnrt lu,0
bagaimana tanggapan,1
gua menahan ngatain yg menganut sara ni,0
menahan diri mengeluarkan komentar sara,1
pengen gw damprat,0
perdebatkan,1
tuh jenis org yg klo disindir dikit agamanya ngamuk ampe pengadilan,0
jenis orang disindir sedikit mengenai agama mengamuk tingkat pengadilan,1
lulusan mna si tu org,0
lulusan mana orang sebenarnya,1
trs video miris mahasiswa ngumpul teriak sumpah mendirikan nki,0
lalu video miris mahasiswa bersumpah mendirikan nki,1
ku kan terbang tinggi awan,0
aku terbang tinggi awan,1
anak laknat apa anak kimia,0
anak laknat anak kimia,1
derry bsk gw kirim presentasi agama,0
derry besok mengirimkan presentasi agama,1
gua kyknya gila alkali tana,0
sepertinya gila alkali tanah,1
tp feel lu memahami,0
tp perasaan kamu memahami,1
dr buku yg laknat,0
buku laknat,1
entah bnr ap ga liat bsk wkwkwk,0
benar tidaknya lihat besok hahaha,1
gw merasa terusik dgn,0
merasa terusik,1
lu mancing debat jir,0
memancing debat,1
gw batal mandi ladenin lbh seru,0
jadi mandi meladeni lebih seru,1
hub ttik ddi sm kereaktifan adala,0
hubungan titik didih kereaktifan,1
suhu larutan tersebut mendidih berubah mnjd fase berikutnya,0
suhu larutan tersebut mendidih berubah menjadi fase berikutnya,1
tp gw ngerasa aneh gt,0
merasa aneh,1
jadi lebi reaktif,0
jadi lebih reaktif,1
gw jd gbs mandi dgn tenang,0
jadi mandi tenang,1
td bikin ppt air sadah,0
tadi membuat presentasi air sadah,1
gw liat sabun jd ilfeel,0
jadi geli melihat sabun,1
sabun dlm air sadah ga bakal berbusa,0
sabun air sadah berbusa,1
tp lu jdnya apa si,0
apa menjadi tujuanmu,1
udah lu mandi dlu cuk,0
mandi dulu kamu,1
lu jg ditanya ama vri gituan,0
vri bertanya sama padamu,1
uap air datengnya kalo air lu apain,0
apa perlu kamu lakukan menghasilkan uap air,1
gw jd tertarik sama aloi,0
jadi tertarik aloi,1
es dingin apa panas,0
es dingin panas,1
emas putih membuat alergi,0
emas putih menyebabkan alergi,1
beku panas apa,0
apa dimaksud beku panas,1
bekas gigitan nyamuk gua makin banyak,0
bekas gigitan nyamuk semakin banyak,1
sembuhnya butuh bulanan munculnya hari anj,0
sembuh perlu waktu bulanan timbul baru hari,1
kesadahan cepat kuliahin gue,0
cepat ajarkan kesadahan,1
lu baca cetak sebenernya udh cukup sih,0
sebenarnya kamu membaca buku cetak cukup,1
gw tw lu plg benci soal kyk gini,0
tahu kamu paling benci soal,1
gw aja gtw gmn lu bedainnya,0
bahkan tahu bagaimana kamu membedakannya,1
jjr gw jg g ngrt,0
sejujurnya mengerti,1
kwkwkw yes it jg bs,0
hahaha,1
sejak kasus laju reaksi kunjaw instan kyk gitu gw mala jd ngeri,0
semenjak kasus laju reaksi takut kunci jawaban instan,1
kan si bu sugi minta cara,0
ibu sugi meminta caranya,1
jadi patokan aja,0
jadi gunakan acuan,1
kl mau pake si silakan,0
mau memakai silakan,1
tp busugi tau mana yg kerja natural mana pake pelet,0
ibu sugi mengetahui mana bekerja jujur mana,1
gw rasa mustahil,0
rasa mustahil,1
gw buang ide gw soal video yg wkt,0
membuang ide soal video waktu,1
jason mau debat apa pkn,0
apa mau jason perdebatkan mengenai pkn,1
sistem pem apa aj si sbnrnya,0
sebenarnya sistem pemerintahan apa,1
gw jd ga fokus sial,0
menjadi fokus,1
ap bedanya bentuk pem sistem pem,0
apa perbedaan bentuk pemerintahan sistem pemerintahan,1
gua dulu gpernah tau bedanya apa,0
dulu pernah mengetahui apa perbedaannya,1
tp gw rasa lbh tinggi tingkatannya sistem pem,0
rasa tingkatan lebih tinggi sistem pemerintahan,1
tp ga g pk demokrasi,0
memakai demokrasi,1
kek yg ga beres,0
beres,1
ciri utama parlementer it punya perdana menteri setau w gt,0
sepengetahuan ciri utama parlementer memiliki perdana menteri,1
pengen nanya bu sugi soal slide,0
bertanya ibu sugi mengenai slide,1
tp ganggu lab,0
mengganggu laboratorium,1
lu tlg jd akreditor ppt gw dong,0
kamu jadi akreditor presentasi,1
katanya lu gk mau msk bsk,0
bukankah kamu mau masuk besok,1
eh mw k ui g bsk,0
besok mau ui,1
gw taksir keliling fmipa,0
memperkirakan berkeliling fmipa,1
sm tekno biopros kan teknik,0
teknologi bioproses terdapat teknik,1
lu mau nanya apa ga jason,0
kamu mau menanyakan jason,1
y ud bikin akun sono,0
silakan buat akun,1
kek semacem akun gugel,0
akun google,1
tp khusus ui punya,0
khusus ui,1
gw ngikut klo faedahnya,0
ikut manfaatnya,1
mending gw main rmh temen gw,0
lebih baik bermain rumah teman,1
jason sana mau ngapain,0
apa mau jason lakukan sana,1
kan dr webnya blg buka jan,0
berdasarkan web mengatakan buka januari,1
gtw cek aja sekalian bikin akun,0
tahu cek bersamaan membuat akun,1
lu bikin akun nnti disana gt,0
kamu membuat akun sana,1
pilih jalur masuk dr situ,0
jalur masuk dipilih sana,1
liat hasil sbmptn dr situ,0
hasil sbmptn dilihat sana,1
kadang yg mau paralel,0
terkadang mau paralel,1
aduh jgn bikin paink donggg,0
jangan membuat panik,1
panik tp ntar lulus cumlaude gua slepet lu,0
awas kalau kamu panik lulus cumlaude,1
trs liat penjelasan jalur masukny,0
kemudian lihatlah penjelasan jalur masuknya,1
gliran ad wkt d ajak pd gmw,0
waktu kalian mau pergi diajak,1
jadi lu mau cus apa mau cr waktu lg,0
kamu mau pergi mencari waktu,1
kl lu mau daftar buru,0
cepatlah kamu mau mendaftar,1
bdanya yg atas sm bwh apa,0
apa perbedaan atas bawah,1
lu buka dl de webnya,0
bukalah situsnya terlebih,1
ah kyknya gw blm bs isi hr,0
sepertinya aku mengisinya hari,1
lu mw isi hr,0
kamu mau mengisinya hari,1
kl diterima apa kaga kan blm tau org it cadangan,0
bersifat cadangan diketahui diterima,1
lu bayar dp kl lu ud dinyatakan diterima,0
kamu membayar uang muka kamu dinyatakan diterima,1
keterima aja belom lu bayar apaan,0
apa kamu bayar kamu bahkan diterima,1
iya kalo gua diterima mas,0
diterima,1
kalo diterima lu mw msk sana,0
diterima maukah kamu masuk sana,1
kl ptn ptn mz,0
ptn ptn,1
nah trs kemungkinan dinyatakan lulus seleksi ga lulus seleksi,0
kemudian kemungkinan dinyatakan lulus seleksi lulus seleksi,1
nah gw pilihan,0
pilihan,1
kl mau kuliah disana bayar dulu dp nya,0
berkuliah disana bayar dulu uang muka tersebut,1
kl gw ga mw disitu,0
mau disitu,1
misal ui gw tembus,0
misalnya diterima ui,1
konteks yg gw mksd kan fix msk,0
konteks maksud masuk,1
kacangin aja anggep otomatis gw mengundurkan diri,0
abaikan otomatis dianggap mengundurkan diri,1
masa hasilnya ga keluar ampe agustus,0
hasilnya keluar agustus,1
ni gw kasi contoh sbmptn thn lalu,0
berikan sbmptn tahun lalu contoh,1
makin gw baca makin bikin pusing,0
semakin baca semakin memusingkan,1
knp sastra inggris terlihat menggoda,0
sastra inggris terlihat menggoda,1
cukup natural aja kemampuan debat gw,0
kemampuan debat cukup natural,1
mnrt gw debat lebih penting argumen lu kritis drpd ngomong lu rapi,0
argumen kritis lebih penting komunikasi rapi,1
knp gk indonesia kyk gini,0
indonesia,1
org dibakar dituduh nyolong ampli,0
orang dibakar dituduh mencuri ampli,1
lu klo mingggu pelayanan smpe malem y,0
kamu pelayanan malam minggu,1
izin sih klo gw lgi sibuk,0
sedang sibuk sebenarnya izin,1
gw mau ciduk kalian,0
mau menculik kalian,1
lu cari lagu tabel periodik,0
kamu cari lagu tabel periodik,1
banner gelas plstik lima m,0
banner gelas plastik lima meter,1
digulung setenga mampus tau ga,0
sangat susah digulung,1
ampe gw mesti angkat bertiga,0
mengangkatnya bertiga,1
gw rasa bkn bu sugi,0
rasa bukan ibu sugi,1
senen gua eksekusi,0
senin dieksekusi,1
gw memakai nama menyesuaikan sifat lu,0
memakai nama menyesuaikan sifatmu,1
semua pertanyaan bu sugi gw bakal geser lu,0
semua pertanyaan ibu sugi berikan kepadamu,1
si derry tadi mau bunuh gua rumah nico,0
derry tadi berencana membunuh rumah nico,1
trs br nyadar kimia presentasi kelompok sama gw blm maju,0
kemudian menyadari presentasi kimia kelompok selesai,1
ngomong jgn dibikin ambigu deh,0
jangan membuat kalimat ambigu,1
sry gk ikutan kaki gw gk buat gerak,0
maaf ikut kaki digunakan bergerak,1
gw br kelar mandi,0
baru selesai mandi,1
baca berjuta kali ga ngrt,0
dibaca berjuta kali tetap mengerti,1
kl lu rasa humornya ga dapet y jgn dicentang,0
kamu merasa mendapat humornya jangan dicentang,1
mau yg bs d syg,0
mau disayang,1
serius michelle mw yg mn,0
serius michelle mau yg mana,1
fc yg td bkn gw yg pegang lg,0
fotokopi tadi bukan pegang,1
ank kls x jaman now,0
anak kelas x zaman sekarang,1
yg td maju lisan sama bu sugi,0
tadi maju dilisankan ibu sugi,1
cmn gw keselnya anak,0
cuma Saya kesal anak,1
lu tau maju lisan harusnya anak maju lu diem,0
kamu tahu maju lisan harusnya anak maju kamu diam,1
rambut pendek tangan kyk derry poni rata,0
rambut pendek tangan derry poni rata,1
gua udh gedeg sm dr smp,0
gue udah kesal sama smp,1
gua tau saingan adiknya mega,0
gue tahu saingan adiknya mega,1
td maju lisan virus lab bgt kls lu kelar praktek,0
maju lisan virus lab kelas kamu selesai praktek,1
gw kan didalem ambil jason lab gw dr nico,0
kan didalam mengambil jason laboratorium nico,1
kalo mw jwb dlm hati ae anying wkwkw,0
mau jawab hati anjing ,1
orang ditumbuk trs dijadiin ekstrak,0
orang ditumbuk kemudian dijadikan ekstrak,1
blg dipetik trs dioles,0
mengatakan dipetik lalu dioles,1
sejarah virus kan ga bljr,0
mempelajari sejarah virus ,1
ikatan yg lebi kuat siapa,0
siapa memiliki ikatan lebih kuat,1
gua baru sadar jir kelompok kimia kalian isinya dewa semua,0
baru sadar kelompok kimia kalian berisi dewa,1
loh brrt ingatan gua tebalik dong,0
berarti ingatan terbalik,1
jd gw tanya guru ipa w dulu sd,0
jadi tanya guru ipa sd,1
biar kamu gampang ingetnya begini,0
kamu mudah mengingatnya,1
trs w cek wiki inggris,0
terus mengecek wikipedia inggris,1
jd ion lbh kuat,0
jadi ion lebih kuat,1
tp gw sengaja jelasin belakangan,0
sengaja menjelaskannya belakangan,1
aja udh salah ngomong brp kali,0
salah mengucapkan berapa kali,1
tp dikejar sama si ibu,0
dikejar ibu,1
pdhl kel lu udh kel deewa,0
padalah kelompok kamu kelompok dewa,1
bereaksi sama sembarang garam ga mau,0
mau bereaksi sembarang garam,1
gw ga jawab ketolong bel,0
menjawabnya tertolong bel,1
blm murid laen berani nanya,0
murid berani bertanya,1
tp efeknya yg nanya si ibu kali,0
efeknya nanya ,1
jg ga kasi kuota pertanyaan buat kel gw,0
memberikan kuota pertanyaan kelompok,1
nyebut berapa kali mau nanya jg kaga,0
menyebutkan beberapa kali mau bertanya,1
lu balik dr gereja jem segini,0
kamu balik gereja jam segini,1
gw baru tau anthony ipa segereja sama gw,0
baru tahu anthony jurusan ipa satu gereja,1
cerita lengkap dirahasiakan aja dah,0
cerita lengkap dirahasiakan ,1
beri nasi bungkus gan,0
berikan nasi bungkus pak,1
un indo begini gw dukung,0
un indonesia mendukungnya,1
kls lu periksa bio y,0
kelas kamu memeriksa biologi yah,1
ah aja salah udh dibilang mujizat,0
bersalah udah dibilang mujizat,1
lu gk ngasih tau sih klo lu yg koreksi,0
kamu perlu memberitahukan kamu mengoreksi,1
abisny dr td gabs jawab,0
habisnya tadi jawab,1
pdhl cara jelasinnya hrs dipisah per kata kok gw jd gregetan si,0
padalah cara menjelaskannya dipisah per kata menjadi gregetan6,1
pdhl gw udh jawabin buat,0
padalah jawabkan,1
samperin gw kan pas isti,0
menemui istirahat,1
